اسم الفيلم,تاريخ العرض,تصنيف الفيلم,مدة الفيلم (دقيقة),ملخص,تمثيل,تأليف,إنتاج,تصوير,مونتاج,ديكور,ملابس,موسيقى,إخراج,توزيع
الأرملة الطروب,1956,nan,98,عبد العالحسن فايقرجل محب مال طماع اجبر ٱبنه شابه سميره ليلي فوزي زواج ثري تركي رستم مقليالذي كبر اربع عاماوعاشت ٥ ضفاف سفور تركيا مريض طريح فراش موت ٱكتشف حرمان اسر ثروه ٱختص ارمله سميره شرط ارمله لاتتزوج تزوج تءول ثروه اسر راس شقيق عاصم مقلي عبد سلام النابلسيواذا مات سميره تزوج تءول ثروه اب عبد عالي ذٰلك حرص عاصم زواج سميره حصل وعاءلته ثروه وخي موزع تركيا مصر رفض سميره تزوج هدد قتل ٱضطر مجاراه ٱستغل خروج ترتيب زواج اخذ خادم لاحظ زين صدقي هرب مصر ٱتصل عاصم قريب مصر مهدي افندي عدل كاسب وكيل داءره مرحوم مصر حث دفع سميره زواج ٱستعاد ثروه مفقود وضع مهدي طريق سميره موظف الداءره الدحلاب زير نساء مجدي كمال الشناوي العاءله تركي وقع سميره برثن تزوج تفقد ذٰلك ثروه ورث ذٰلك مبلغ كبير مال مجدي قصر سميره دعا خادم لاحظ سيده داخل قصر دفع خادم لاحظ سميره هانم مجدي رحب عبد عالي هٰذا خدعه خلص محاوله عاصم ٱستعاده ثروه ٱبنه مجدي وقع برثن حب سميره ظن خادم لاحظ دليل سميره حب حضر عاصم مصر للاطمءنان سير حدث شجع مجدي مضي مخطط مجدي تراجع رفض ٱستمر المءامره زواج سميره مفضل زواج لاحظ صارح حب لايعلم سميره صاحب ثروه لجا مهدي عاصم موظف اخر بالداءره دور وقع ٱختيار حشمتمحمد جمال طمع ثروه سميره لايعلم خادم لاحظ وافق زواج حشم فرصه ثمين والد حشم خديجه هانم فكتوريا حبيقه رفض تزوج ٱبن رغبه خرج طاعه ذٰلك انكر عاصم شخص امر ٱرتدي حبر نقاب عبد عالي منتحل شخص خديجه هانم طلب زواج ٱبن حشم لاحظ رحب عبد عالي زواج خادم خديجه هانم ٱمتلك قرر تزوج فوجء حضور خديجه هانم حقيقي ٱكتشاف عبد عالي ملعوب كشف عاصم كشف ٱبنه دور خادم مجدي سميره هانم رفض تزوج رفض محاوله عدل راي قرر سميره ٱنتحار موت ثروه تءول عبد عالي ٱنضم عاصم مجدي محاوله انقاذ سميره ٱشترط زواج مجدي توقيع عاصم اقرار تنازل نصف ثروه تقاسم سميره ثروه عاءله قاءد مقلي تزوج مجدي ارمله طروب,"ليلى فوزي,كمال الشناوي,عبدالسلام النابلسي,حسن فايق,زينات صدقي,عدلي كاسب,محمد جمال,عبدالحميد زكي,فيكتوريا حبيقة,جمعة إدريس,زينات علوي,عبدالغني النجدي,عبدالنبي محمد,حسين إسماعيل,منير الفنجري,كيتي,رشاد حامد","أبو السعود الإبياري,حلمي رفلة","أفلام حلمى رفلة,حلمي رفلة,عبدالمسيح,أديب جابر","مصطفى حسن,فارس وهبة,إبراهيم عبدالخالق,البير رياض","حسن حلمي (حسنوف),عبدالعزيز فخري,زينب عويس","روبرت شارفنبرج,كوستا,نجيب خوري,حبيب خوري,ستوديو نصيبيان",nan,"مصطفى السيد,فتحي قورة,محمد جمال,محمود الشريف","حلمي رفلة,عدلي خليل",منتخبات بهنا فيلم
أرضنا الخضراء,1956,دراما,105,عاش لاح زوجه طفل حياه سعيد عزبه ملك قطيع سعي ٱستيلاء فدان ٱمتلك لاح ري قطيع زوجه لاح شاب اعجب ويءجر لاح عشره افاد ارض مبلغ زهيد بعث قاهره حاول ٱنفراد زوجه تصاعد حدث,"ماجدة,شكري سرحان,محمود المليجي,حسين رياض,محمد الديب,محمد صبيح,أحمد أباظة,حسين إسماعيل,حلمي حليم,سلوى محمود,مختار السيد,محمد سليمان,عبدالحميد بدوي,عبدالمنعم إسماعيل,منير الفنجري,كريم ضياء الدين,فؤاد الرشيدي,ليلى سامى,فؤاد جعفر,عدلي كاسب",يوسف جوهر,nan,حسن البحيري,nan,nan,nan,فؤاد الظاهري,أحمد ضياء الدين,nan
سمارة,1956,مغامرات,142,وقع مهرب سلطان حب راقص سمار قتل ام هجر اب سكير تزوج اشرك عمل عمل تجاره مخدر كلمه رد شرطه بدس وسط عصابه مجرم هارب محاوله ايقاع عصابه نجح مخطط,"تحية كاريوكا,محسن سرحان,محمود إسماعيل,محمود المليجي,سراج منير,إستيفان روستي,السيد بدير,فؤاد جعفر,عبدالعزيز خليل,رياض القصبجي,محمد توفيق,محمد السبع,محمد الديب,شفيق نور الدين,عواطف يوسف,محسن حسنين,عبدالمنعم إسماعيل,حسين إسماعيل,جمالات زايد,فيفي سعيد,سعاد أحمد,زكي محمد حسن (زكي الحرامي),عبد المنعم سعودي,أنور زكي,علي المعاون,جورج يوردانيدس","محمود إسماعيل,عبدالمنعم السباعي","حسن الصيفي,أفلام حسن الصيفى,لويس توفيق","محمود نصر,مسعود عيسى,مكرم سالم","عبدالمنعم توفيق,سعيد سند,مارسيل صالح","عباس حلمي,نجيب خوري",nan,عطية شرارة,"حسن الصيفي,محمد عمارة,فؤاد صلاح الدين,صبحى عبدالعزيز",nan
ندم,1956,nan,90,عاش زوج حياه هانءه زوجه طفل لبث عرف راقص لعوب غوي وهم خلص حياه رتيب ممل نقل جو سعاده ليل سهره ٱستفاد مال حتي وصل حافه افلاس بدا علاقه راقص اضعف حاول هرب عاش فشل مريع اسر عاني افلاس شعر ندم شديد جراء زوجه ولد سينما عراقي,"حسين السامرائى,مقبولة حسين,كامل العبلي,هيفاء حسين,عزيمة توفيق",nan,nan,سيمون مهران,nan,nan,nan,محمد عبدالمحسن,nan,nan
هارب من الحب,1956,nan,105,عاني طبيب محمود ٱنطواء رغم سام ثراء مصاب صرع اتي وقت اخر لذيذ رفض ٱقتران فتاه حتي سبب تعذيب عرف احسن ميرفت ٱنجذب مال قرب لٰكن ٱبتعد مرض قرر طبيب سفر مدينه سويس عاش عزل تفرغ بحث ٱلتقي فتاه البريءه ليلي باح متهم قتل ام وضع سم خطا مصاب عقد بحث محمود اصل حكايه ٱكتشف زوجه اب دس سم تزوج اب سعي مر تكرر جريمه امر ٱكتشف تناول سم عرف ليلي امر مرض صرع اصاب محمود توافق تزوج,"محمود ذو الفقار,مريم فخر الدين,عبدالعزيز أحمد,سميحة أيوب,برلنتي عبدالحميد,كمال حسين,زوزو حمدي الحكيم,السيد بدير,أحمد الحداد,شفيق نور الدين,فؤاد فهيم,ثريا فخري,عزيزة حلمي,محمد شوقي,إبراهيم حشمت,نادية الشناوي","عز الدين ذو الفقار,السيد بدير",nan,وديد سري,"ألبير نجيب,كمال فهمي","ستوديو الأهرام (ستوديوهات الأهرام),عباس حلمي",nan,nan,"عز الدين ذو الفقار,عبدالله بركات",nan
القلب له أحكام,1956,رومانسي,95,وقع فتاه فقير طالب كليه طب حب زميل ثري شعر ٱستهان مشعر بدايه وقع حب ري صدق مشعر طلب زواج مرصاد افسد زيجه,"فاتن حمامة,أحمد رمزي,عبدالسلام النابلسي,زينات صدقي,زوزو نبيل,عبدالفتاح القصري,إستيفان روستي,سميحة أيوب,سليمان الجندي,سعاد أحمد,عبدالمنعم إسماعيل,كوثر شفيق,عبدالغني النجدي,زهير صبرى,إبراهيم حامد,محمد نبيه,زينب صدقي,سميحة محمد,حسين إسماعيل,إبراهيم خان,لطفي الحكيم,محمد نبيه,سيد العربي,مختار السيد,عبدالحميد بدوي,علي المعاون,طوسون معتمد,عبدالعظيم كامل,فتحية علي,إبراهيم حشمت,ميمي شكيب,سراج منير,شفيق نور الدين","السيد بدير,حسن توفيق,علي الزرقاني",حلمي حليم,"أحمد خورشيد,وديع مدور","فتحى قاسم,انجا وميلا",أنطوان بوليزويس,nan,nan,"حلمي حليم,طلبة رضوان",nan
إسماعيل يس في متحف الشمع,1956,رعب,115,دار حدث فيلم شخص ضابط شرطه رجل عصابه حانوتي حكايه ضابط شرطه ٱكتشف عصابه حق قبض عرف ٱكتشاف قتل عصابه عصابه سرق تحفه تمثال متحف حانوتي عمل دفن تمثال,"إسماعيل يس,برلنتي عبدالحميد,كيتي,عبدالفتاح القصري,سناء جميل,فؤاد جعفر,عبدالغني قمر,محمد توفيق,عبدالعزيز خليل,لولا صدقي,علي رشدي,محمد الديب,عبدالمنعم إسماعيل,علي عبدالعال,محسن حسنين,سعاد أحمد,عبدالغني النجدي,فيفي يوسف,صفا الجميل (صفا محمد)","عيسى كرامة,جمال حمدي (غصين محمود حمدي)","كرامة فيلم,عيسى كرامة,إميل يزبك","برونو سالفي,زكريا منصور,البير رياض","ألبير نجيب,كمال فهمي,سيد بسيوني","روبرت شارفنبرج,حبيب خوري",nan,nan,"عيسى كرامة,عبدالرؤوف الشافعي",أفلام إدوار خياط (ا. خيّاط)
اول غرام,1956,nan,-,ملخص,"سامية جمال,عبدالسلام النابلسي,لولا عبده,حسن فايق,محمد مرعي",nan,nan,nan,nan,nan,nan,nan,nan,nan
وهبتك حياتي,1956,رومانسي,-,دار حدث فيلم درامي طبيب وقع جرام مريض ٱكتشف زوجه شقيق ٱبتعد طفوله موت والد ٱكتشف شقيق مجرم حاول قتل زوجه ٱستولي مال تزوج عشيق حاول انقاذ موت اصاب عرف وقت مجرم طبيب شقيق ندم فعل سلم عداله,"شكري سرحان,عمر الحريري,فيفي سعيد,مها,محسن حسنين,حسين إسماعيل,عباس الدالي,أحمد المصطفى,فتحية عبدالغني,وفاء شريف,أمين الزعبلاوي,ليلى عبده,عدنان الشنطى,فجر,محمود فريد,عبدالمنعم بسيوني,عبدالبديع العربي,سهير عبده,منير الفنجري,صباح,زكي محمد حسن (زكي الحرامي)","محمد كامل عبدالسلام,زهير بكير",nan,nan,nan,nan,nan,nan,زهير بكير,nan
الغريب,1956,nan,110,ٱلتقط حاج كامل صبي صغير شارع رفض اهل قارب ايواء موت اب ام فل دار عاش ٱبنه جوار ٱبنه ٱبن صغير شاو ٱبن حقيقي محرز عداء مجهول صبي مسكين غريب احب ٱبنه صغير ياسمين صبي حب حتي ريعان شب مات اب تسلم عمل صبي مسكين شاب مكتمل حزن شده وفاه رعي ياسمين نضج كره حتي ٱبن محرز رحله خارج امر اخت ياسمين ٱختلاط غريب امر ٱلتزم مكان خادم اكل غريب شيء احب ياسمين حتي تدخل حياه شاب غني انور ٱعترض اخت طلب تخلي قذاره خمول ٱستغل يد قوي عمل حدث حوار منزل غني ياسمين تزوج اخر لحظه ادخل حياه عاش عمق ٱنتقام رهيب ٱشتري منزل سيده اذل مادي تزوج ليلي اخت زوج ساوم عذاب اكل قلب ٱنتهي قصه موت يد غريب ٱنطلق هاءما حياه,"ماجدة,يحيى شاهين,محسن سرحان,كمال الشناوي,زهرة العلا,حسين رياض,سراج منير,عبدالوارث عسر,إحسان شريف,صلاح نظمي,حازم عزت,نوال مصطفى,نبيل العشري",حسين حلمي المهندس,أفلام يحيى شاهين,"فيكتور أنطون,حلمى فريد",ألبير نجيب,"ماهر عبدالنور,سليمان شاهين",nan,أندريا رايدر (أندريه رايدر),"كمال الشيخ,فطين عبدالوهاب,محمود فريد",منتخبات بهنا فيلم
